2026-04-05 03:31:16 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:54 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:54 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:54 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:54 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:54 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:54 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:54 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:54 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:54 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:54 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:54 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:42:54 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:54 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:54 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:54 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:55 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:55 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:55 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:55 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:55 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:55 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:55 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:42:55 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:55 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:55 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:55 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:55 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:55 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:55 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:55 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:55 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:55 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:55 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:42:55 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:55 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:55 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:56 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:56 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:56 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:56 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:56 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:56 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:56 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:56 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:42:56 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:56 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:56 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:56 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:56 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:56 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:56 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:56 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:56 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:56 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:56 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:42:56 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:56 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:56 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:57 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:57 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:57 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:57 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:57 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:57 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:57 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:57 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:42:57 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:57 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:57 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:57 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:57 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:57 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:57 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:57 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:57 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:57 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:57 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:42:57 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:57 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:58 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:58 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:58 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:58 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:58 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:58 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:58 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:58 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:58 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:42:58 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:58 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:58 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:58 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:58 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:58 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:58 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:58 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:58 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:58 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:58 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:42:58 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:58 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:59 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:59 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:59 | INFO     | API_CLIENT | Enviando Status de online para Api.
2026-04-05 03:42:59 | INFO     | SENSOR_POOL | Descoberta de sensores iniciada
2026-04-05 03:42:59 | DEBUG    | API_CLIENT | Requisitando sensores da API
2026-04-05 03:42:59 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:59 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:59 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:59 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:59 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:59 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:59 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:42:59 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:59 | DEBUG    | API_CLIENT | Sensores retornados com sucesso
2026-04-05 03:42:59 | INFO     | SENSOR_WORKER | Atualizando parâmetros do sensor
2026-04-05 03:42:59 | DEBUG    | SENSOR_POOL | Sensor 152 atualizado: {}
2026-04-05 03:42:59 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:59 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:59 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:59 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:59 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:59 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:59 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:59 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:59 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:42:59 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:42:59 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:00 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:00 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:00 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:00 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:00 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:00 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:00 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:00 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:00 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:00 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:43:00 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:00 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:00 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:00 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:00 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:00 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:00 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:00 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:00 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:00 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:01 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:43:01 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:01 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:01 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:01 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:01 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:01 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:01 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:01 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:01 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:01 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:01 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:43:01 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:01 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:01 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:01 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:01 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:01 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:01 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:01 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:01 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:01 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:02 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:43:02 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:02 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:02 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:02 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:02 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:02 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:02 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:02 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:02 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:02 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:02 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:43:02 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:02 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:02 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:02 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:02 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:02 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:02 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:02 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:02 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:03 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:03 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:43:03 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:03 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:03 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:03 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:03 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:03 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:03 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:03 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:03 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:03 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:03 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:43:03 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:03 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:03 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:03 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:03 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:03 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:03 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:03 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:04 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:04 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:04 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:43:04 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:04 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:04 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:04 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:04 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:04 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:04 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:04 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:04 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:04 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:04 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:43:04 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:04 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:04 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:04 | INFO     | API_CLIENT | Enviando Status de online para Api.
2026-04-05 03:43:04 | INFO     | SENSOR_POOL | Descoberta de sensores iniciada
2026-04-05 03:43:04 | DEBUG    | API_CLIENT | Requisitando sensores da API
2026-04-05 03:43:04 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:04 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:04 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:04 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:04 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:05 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:05 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:05 | DEBUG    | API_CLIENT | Sensores retornados com sucesso
2026-04-05 03:43:05 | INFO     | SENSOR_WORKER | Atualizando parâmetros do sensor
2026-04-05 03:43:05 | DEBUG    | SENSOR_POOL | Sensor 152 atualizado: {}
2026-04-05 03:43:05 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:43:05 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:05 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:05 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:05 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:05 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:05 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:05 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:05 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:05 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:05 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:05 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:43:05 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:05 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:05 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:05 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:05 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:05 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:05 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:06 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:06 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:06 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:06 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:43:06 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:06 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:06 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:06 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:06 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:06 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:06 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:06 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:06 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:06 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:06 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:43:06 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:06 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:06 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:06 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:06 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:06 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:07 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:07 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:07 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:07 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:07 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:43:07 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:07 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:07 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:07 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:07 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:07 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:07 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:07 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:07 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:07 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:07 | DEBUG    | MQTT | Publicando em plant_monitor/152/MOCK (102 bytes)
2026-04-05 03:43:07 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:07 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:07 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:07 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:07 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:07 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:08 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
2026-04-05 03:43:08 | DEBUG    | SENSOR_WORKER | Leitura realizada com sucesso
